Entry ID,Order,Entry Type  ,Visibility,Categories                                         ,Family Name,Honorific Prefix,First Name,Middle Name,Last Name,Honorific Suffix,Title,Organization                                            ,Department,Contact First Name,Contact Last Name,Home Address | Line One,Home Address | Line Two         ,Home Address | Line Three,Home Address | Line Four,Home Address | District,Home Address | County,Home Address | City,Home Address | State,Home Address | Zipcode,Home Address | Country,Home Address | Latitude,Home Address | Longitude,Home Address | Visibility,Other Address | Line One,Other Address | Line Two,Other Address | Line Three,Other Address | Line Four,Other Address | District,Other Address | County,Other Address | City,Other Address | State,Other Address | Zipcode,Other Address | Country,Other Address | Latitude,Other Address | Longitude,Other Address | Visibility,Work Address | Line One                       ,Work Address | Line Two,Work Address | Line Three,Work Address | Line Four,Work Address | District,Work Address | County,Work Address | City,Work Address | State,Work Address | Zipcode,Work Address | Country,Work Address | Latitude,Work Address | Longitude,Work Address | Visibility,Phone | Cell Phone | Number,Phone | Cell Phone | Visibility,Phone | Home Phone | Number,Phone | Home Phone | Visibility,Phone | Work Phone | Number,Phone | Work Phone | Visibility,Email | Personal Email | Address    ,Email | Personal Email | Visibility,Email | Work Email | Address        ,Email | Work Email | Visibility,Social Network | Facebook | URL                              ,Social Network | Facebook | Visibility,Social Network | Instagram | URL      ,Social Network | Instagram | Visibility,Social Network | Twitter | URL     ,Social Network | Twitter | Visibility,Im Uid,Im Visibility,Link | Website | URL                      ,Link | Website | Title                ,Link | Website | Visibility,Dates Date,Dates Visibility,Biography                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Notes                                                                                                                                                                                      ,Photo URL                                                                                                                                                        ,Logo URL
26      ,0    ,organization,public    ,"Interior Design,Furniture &amp; Furnishings"      ,           ,                ,          ,           ,         ,                ,     ,Too Chy Chy                                             ,          ,                  ,                 ,The Studio             ,Beersheba Farm                  ,                         ,                        ,                       ,                     ,Lelant             ,                    ,TR26 3HF              ,                      ,50.180993              ,-5.467243               ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,07795 284356               ,public                         ,                           ,                               ,                           ,                               ,                                    ,                                   ,vicki@toochychy.co.uk               ,public                         ,http://www.facebook.com/toochychy                            ,public                                ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.toochychy.co.uk/               ,www.toochychy.co.uk/                  ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/too-chy-chy/Screen-Shot-2017-02-02-at-11.18.02.png.png                                        ,
27      ,0    ,organization,public    ,"Health,Courses,Fitness,Personal Trainers"         ,           ,                ,          ,           ,         ,                ,     ,Empirical Fitness                                       ,          ,Will              ,Nankervis        ,St Ives RFC            ,                                ,                         ,                        ,                       ,                     ,St Ives            ,                    ,TR26 1ER              ,                      ,50.2099296             ,-5.494659               ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,07715 363882               ,public                         ,                           ,                               ,                                    ,                                   ,willnankervis@empiricalfitness.email,public                         ,http://facebook.com/empiricalfitnesscornwall                 ,public                                ,http://instagram.com/empirical_fitness,public                                 ,                                   ,                                     ,      ,             ,http://empirical-fitness.co.uk/           ,http://www.empirical-fitness.co.uk/   ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/empirical-fitness/Screen-Shot-2017-02-02-at-11.18.14.png.png                                  ,
28      ,0    ,organization,public    ,"Childcare,Education &amp; Schools"                ,           ,                ,          ,           ,         ,                ,     ,Little Seahorses Childcare & Education                  ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,St Ives Children\'s Centre                    ,Trenwith Burrows       ,                         ,                        ,                       ,                     ,St Ives            ,                    ,TR26 1DJ              ,                      ,50.2090769             ,-5.486434               ,public                   ,                           ,                               ,01736 794222               ,public                         ,                           ,                               ,                                    ,                                   ,littleseahorseschildcare@yahoo.co.uk,public                         ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.littleseahorses.co.uk          ,www.littleseahorses.co.uk             ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/little-seahorses-childcare-education/Screen-Shot-2017-02-02-at-11.18.21.png.png               ,
29      ,0    ,organization,public    ,"Health,Chiropractors"                             ,           ,                ,          ,           ,         ,                ,     ,Cornwall Chiropractic Clinic                            ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,21 Foundry Square                             ,                       ,                         ,                        ,                       ,                     ,Hayle              ,                    ,TR27 4HH              ,                      ,50.1838396             ,-5.4214999              ,public                   ,                           ,                               ,01736 759088               ,public                         ,                           ,                               ,enquiries@cornwallclinic.co.uk      ,public                             ,                                    ,                               ,https://www.facebook.com/cornwallchiropracticclinic          ,public                                ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.cornwallclinic.co.uk/          ,http://www.cornwallclinic.co.uk/      ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/cornwall-chiropractic-clinic/Screen-Shot-2017-02-02-at-11.18.32.png.png                       ,
30      ,0    ,organization,public    ,Accountants &amp; Bookkeepers                      ,           ,                ,          ,           ,         ,                ,     ,Greenwood Wilson Chartered Tax Advisors & Accountants   ,          ,                  ,                 ,The Old School         ,Stennack                        ,                         ,                        ,                       ,                     ,St Ives            ,                    ,TR26 1QU              ,                      ,0                      ,0                       ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,01736 795753               ,public                         ,                           ,                               ,office@greenwoodwilson.co.uk        ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.greenwoodwilson.co.uk          ,www.greenwoodwilson.co.uk             ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/greenwood-wilson-chartered-tax-advisors-accountants/Screen-Shot-2017-02-02-at-11.18.44.png.png,
31      ,0    ,organization,public    ,Drain Clearance                                    ,           ,                ,          ,           ,         ,                ,     ,Ocean Drainage                                          ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,7495130777                 ,public                         ,01736 796812               ,public                         ,                           ,                               ,info@oceandrainagecompany.co.uk     ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/ocean-drainage/Screen-Shot-2017-02-02-at-11.18.56.png.png                                     ,
32      ,0    ,organization,public    ,"Builders,Roofers"                                 ,           ,                ,          ,           ,         ,                ,     ,Build St Ives                                           ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,07513 505447               ,public                         ,                           ,                               ,                           ,                               ,buildstives@hotmail.com             ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.buildstives.com                ,www.buildstives.com                   ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/build-st-ives/Screen-Shot-2017-02-02-at-11.19.10.png.png                                      ,
33      ,0    ,organization,public    ,Beauty Therapy                                     ,           ,                ,          ,           ,         ,                ,     ,The Water\'s Edge Retreat                               ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,                           ,                               ,                           ,                               ,                                    ,                                   ,thewatersedgeretreat@outlook.com    ,public                         ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"Beauty, Holistic and Wellness.
Opening April 2017 in Hayle.
Full range of therapies, room rental space available."                                                                        ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/beauty-by-emma/Screen-Shot-2017-03-21-at-17.04.22.png.png                                     ,
34      ,0    ,organization,public    ,"Electricians,Solar Energy"                        ,           ,                ,          ,           ,         ,                ,     ,Matley Electrical & Solar                               ,          ,Stuart            ,Matley-Jones     ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,7787176829                 ,public                         ,01736 799170               ,public                         ,                           ,                               ,info@stiveselectricians.co.uk       ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.stiveselectricians.co.uk/      ,http://www.stiveselectricians.co.uk/  ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/matley-electrical-solar/Screen-Shot-2017-02-02-at-11.20.00.png.png                            ,
35      ,0    ,organization,public    ,Builders                                           ,           ,                ,          ,           ,         ,                ,     ,Ocean Building                                          ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,7495130777                 ,public                         ,01736 796812               ,public                         ,                           ,                               ,info@oceanbuildingcompany.co.uk     ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.oceanbuildingcompany.co.uk     ,www.oceanbuildingcompany.co.uk        ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/ocean-building/Screen-Shot-2017-02-02-at-11.19.52.png.png                                     ,
36      ,0    ,organization,public    ,"Restaurants,Activities"                           ,           ,                ,          ,           ,         ,                ,     ,Country Skittles                                        ,          ,                  ,                 ,Townshend              ,                                ,                         ,                        ,                       ,                     ,Hayle              ,                    ,TR27 6ER              ,                      ,50.1510219             ,-5.3815398              ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,1736850209                 ,public                         ,                           ,                               ,bowl@countryskittles.com            ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.countryskittles.com            ,www.countryskittles.com               ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/country-skittles/Screen-Shot-2017-02-02-at-11.20.15.png.png                                   ,
37      ,0    ,organization,public    ,Gardens &amp; Horticulture                         ,           ,                ,          ,           ,         ,                ,     ,BHGS Hayle                                              ,          ,                  ,                 ,Unit 4                 ,Guildford Road Industrial Estate,                         ,                        ,                       ,                     ,Hayle              ,                    ,TR27 4QZ              ,                      ,50.1920921             ,-5.4005582              ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,01736 755766               ,public                         ,                           ,                               ,sales.hayle@bhgsltd.co.uk           ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.jfcmonro.co.uk                 ,www.jfcmonro.co.uk                    ,public                     ,          ,                ,"Serving horticulture to trade and public.
Seasonal specials available now.
Fish blood and bone.
Growmore granules.
Pelleted poultry manure.
Individual plant protection covers.
Horticultural fleece 18g.
Horticultural disinfectants and glasshouse cleaners.
Compost pots and trays.
Feeds and fertilisers.
Tools.
Irrigation and accessories.
Bird food.
Garden furniture.
Pest control.
Clothing and footwear.
"                                                                                                                                                                            ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/bhgs-hayle/Screen-Shot-2017-02-02-at-11.20.28.png.png                                         ,
38      ,0    ,organization,public    ,Gardens &amp; Horticulture                         ,           ,                ,          ,           ,         ,                ,     ,Lavenders Blue Garden Nursery                           ,          ,                  ,                 ,1 Penpol Avenue        ,                                ,                         ,                        ,                       ,                     ,Hayle              ,                    ,TR27 4AQ              ,                      ,50.1837122             ,-5.4190727              ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,01736 754844               ,public                         ,                           ,                               ,                                    ,                                   ,                                    ,                               ,https://www.facebook.com/lavendersbluegardennursery/         ,public                                ,                                      ,                                       ,https://twitter.com/LavendersblueGN,public                               ,      ,             ,http://www.lavendersbluenursery.co.uk     ,www.lavendersbluenursery.co.uk        ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/lavenders-blue-garden-nursery/Screen-Shot-2017-02-02-at-11.20.37.png.png                      ,
39      ,0    ,organization,public    ,"Joiners &amp; Cabinetmakers,Interior Design"      ,           ,                ,          ,           ,         ,                ,     ,Quality Interiors                                       ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,07588 719474               ,public                         ,01736 794981               ,public                         ,                           ,                               ,                                    ,                                   ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.quality-interiors.org          ,www.quality-interiors.org             ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/quality-interiors/Screen-Shot-2017-02-02-at-11.20.48.png.png                                  ,
40      ,0    ,organization,public    ,"Gardens &amp; Horticulture,Landscaping"           ,           ,                ,          ,           ,         ,                ,     ,Hortus Design & Landscaping                             ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,07867 973911               ,public                         ,01736 758557               ,public                         ,                           ,                               ,chris@hortusdl.co.uk                ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.hortusdl.co.uk                 ,www.hortusdl.co.uk                    ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/hortus-design-landscaping/Screen-Shot-2017-02-02-at-11.20.56.png.png                          ,
41      ,0    ,organization,public    ,Legal                                              ,           ,                ,          ,           ,         ,                ,     ,TP Wills & Probate                                      ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,7900323939                 ,public                         ,01736 755125               ,public                         ,                           ,                               ,enquiries@tpwills.co.uk             ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.tpwills.co.uk                  ,www.tpwills.co.uk                     ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/tp-wills-probate/Screen-Shot-2017-02-02-at-11.21.18.png.png                                   ,
42      ,0    ,organization,public    ,"Groceries,Markets"                                ,           ,                ,          ,           ,         ,                ,     ,St Ives Farmers\' Market                                ,          ,                  ,                 ,Guildhall              ,Street-an-Pol                   ,                         ,                        ,                       ,                     ,St Ives            ,                    ,                      ,                      ,50.2116359             ,-5.4803025              ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,                           ,                               ,                           ,                               ,                                    ,                                   ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Every Thursday from 9:30am to 2:00pm                                                                                                                                                       ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/st-ives-farmers-market/Screen-Shot-2017-02-02-at-11.21.33.png.png                             ,
43      ,0    ,organization,public    ,"Uncategorized,Funeral Directors &amp; Undertakers",           ,                ,          ,           ,         ,                ,     ,Saints Funeral Services                                 ,          ,                  ,                 ,Parc Avenue            ,                                ,                         ,                        ,                       ,                     ,St Ives            ,                    ,TR26 2DN              ,                      ,50.2102337             ,-5.4825971              ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,07527 795674               ,public                         ,01736 447070               ,public                         ,                           ,                               ,info@saintsfunerals.co.uk           ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.saintsfunerals.co.uk           ,www.saintsfunerals.co.uk              ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/saints-funeral-services/Screen-Shot-2017-02-02-at-11.21.42.png.png                            ,
44      ,0    ,organization,public    ,Gardens &amp; Horticulture                         ,           ,                ,          ,           ,         ,                ,     ,Hayle Plants                                            ,          ,                  ,                 ,Treglisson             ,Wheal Alfred Road               ,                         ,                        ,                       ,                     ,Hayle              ,                    ,TR27 5JT              ,                      ,50.1757355             ,-5.3842945              ,public                   ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,07817 435705               ,public                         ,01736 752888               ,public                         ,                           ,                               ,ejmichell@btconnect.com             ,public                             ,                                    ,                               ,https://www.facebook.com/Hayle-Plants-189795387733658/       ,public                                ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/hayle-plants/Screen-Shot-2017-02-02-at-11.21.55.png.png                                       ,
45      ,0    ,organization,public    ,"Cleaning Services,Window Cleaners"                ,           ,                ,          ,           ,         ,                ,     ,Cleaning Revolution                                     ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,7933525118                 ,public                         ,                           ,                               ,                           ,                               ,garyburrell3951@gmail.com           ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/cleaning-revolution/Screen-Shot-2017-02-02-at-11.22.04.png.png                                ,
46      ,0    ,organization,public    ,Locksmiths                                         ,           ,                ,          ,           ,         ,                ,     ,MPB Lock & Key                                          ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,7450527208                 ,public                         ,01736 800984               ,public                         ,                           ,                               ,                                    ,                                   ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.mpblockandkey-stives.co.uk/    ,http://www.mpblockandkey-stives.co.uk/,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/mpb-lock-key/Screen-Shot-2017-02-02-at-11.22.10.png.png                                       ,
47      ,0    ,organization,public    ,"Clubs &amp; Societies,Health,Community"           ,           ,                ,          ,           ,         ,                ,     ,"St Ives, Carbis Bay & Lelant Dementia Action Alliance" ,          ,Chris             ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,7851111496                 ,public                         ,                           ,                               ,cmuxlow@aol.com                     ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,                                          ,                                      ,                           ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/st-ives-carbis-bay-lelant-dementia-action-alliance/Screen-Shot-2017-02-02-at-11.22.28.png.png ,
48      ,0    ,organization,public    ,Joiners &amp; Cabinetmakers                        ,           ,                ,          ,           ,         ,                ,     ,"Thomsons Bespoke Joinery, Cabinet Makers & Woodcarvers",          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,01209 211188               ,public                         ,                           ,                               ,enquiries@thomsonsjoinery.co.uk     ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.thomsonsjoinery.co.uk/         ,http://www.thomsonsjoinery.co.uk/     ,public                     ,          ,                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/thomsons-bespoke-joinery-cabinet-makers-woodcarvers/Screen-Shot-2017-02-02-at-11.22.40.png.png,
49      ,0    ,organization,public    ,"Travel Agents,Accommodation"                      ,           ,                ,          ,           ,         ,                ,     ,Holiday Owners Inc                                      ,          ,                  ,                 ,                       ,                                ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                        ,                        ,                          ,                         ,                        ,                      ,                    ,                     ,                       ,                       ,                        ,                         ,                          ,                                              ,                       ,                         ,                        ,                       ,                     ,                   ,                    ,                      ,                      ,                       ,                        ,                         ,                           ,                               ,01736 449540               ,public                         ,                           ,                               ,info@holidayownersinc.co.uk         ,public                             ,                                    ,                               ,                                                             ,                                      ,                                      ,                                       ,                                   ,                                     ,      ,             ,http://www.cornwalldevoncottages.co.uk    ,CORNWALL DEVON COTTAGES               ,public                     ,          ,                ,"Advertise your Cornwall or Devon Holiday Home.

Check out and register your holiday home on www.holidayownersinc.co.uk/register-benefits

No extra charges to Owners or Guests - save £££.

Special rates for multiple properties.
"                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                           ,http://www.stiveslocal.co.uk/wp-content/uploads/connections-images/holiday-owners-inc/Screen-Shot-2017-05-04-at-18.25.34.png.png                                 ,
